bulan,periode,stok,cuaca,penjualan
Mei,2790,189,Mendung,83
Oktober,2791,148,Cerah,175
Oktober,2792,197,Mendung,159
September,2793,192,Hujan,125
Desember,2794,279,Hujan,99
September,2795,224,Hujan,104
Juni,2796,121,Mendung,148
November,2797,201,Cerah,83
Februari,2798,274,Hujan,110
Juli,2799,304,Mendung,136
Desember,2800,250,Cerah,144
April,2801,288,Hujan,114
Februari,2802,289,Hujan,137
November,2803,232,Mendung,82
Desember,2804,314,Hujan,200
Agustus,2805,348,Mendung,92
Mei,2806,252,Cerah,145
Juli,2807,271,Cerah,189
September,2808,222,Cerah,159
Oktober,2809,308,Mendung,98
Agustus,2810,317,Cerah,83
Desember,2811,106,Cerah,78
Oktober,2812,178,Hujan,218
Juni,2813,176,Hujan,81
Januari,2814,314,Cerah,79
Januari,2815,220,Mendung,72
Agustus,2816,257,Cerah,86
Maret,2817,229,Mendung,177
Juni,2818,160,Cerah,163
Agustus,2819,284,Mendung,202
Mei,2820,345,Mendung,154
Januari,2821,296,Cerah,211
Juli,2822,153,Cerah,207
Juni,2823,255,Mendung,128
April,2824,279,Mendung,98
Januari,2825,207,Hujan,198
April,2826,309,Cerah,131
Desember,2827,191,Hujan,195
Juni,2828,155,Hujan,212
September,2829,108,Cerah,198
Januari,2830,221,Hujan,114
Februari,2831,101,Mendung,174
November,2832,339,Cerah,163
Mei,2833,181,Hujan,118
Maret,2834,152,Hujan,122
Januari,2835,233,Hujan,92
Desember,2836,168,Hujan,144
Januari,2837,278,Mendung,168
Juli,2838,110,Hujan,136
Desember,2839,147,Hujan,170
Oktober,2840,223,Cerah,107
Agustus,2841,169,Cerah,121
Oktober,2842,242,Mendung,116
Maret,2843,109,Mendung,143
April,2844,195,Hujan,156
April,2845,277,Hujan,147
Mei,2846,305,Cerah,80
Juli,2847,152,Hujan,99
Mei,2848,208,Cerah,155
Desember,2849,234,Mendung,115
Januari,2850,297,Hujan,164
Juni,2851,209,Mendung,184
April,2852,302,Hujan,202
Desember,2853,177,Mendung,120
Juli,2854,188,Mendung,101
Januari,2855,199,Mendung,86
Desember,2856,314,Mendung,132
November,2857,130,Hujan,115
Agustus,2858,320,Mendung,71
Februari,2859,204,Cerah,130
Oktober,2860,303,Cerah,194
Februari,2861,268,Cerah,158
Februari,2862,227,Hujan,147
Februari,2863,255,Mendung,130
Desember,2864,273,Cerah,151
Januari,2865,248,Hujan,74
Mei,2866,349,Hujan,72
Mei,2867,134,Cerah,211
Desember,2868,316,Cerah,134
Februari,2869,221,Hujan,178
Juli,2870,243,Mendung,143
November,2871,215,Hujan,213
November,2872,245,Cerah,124
Mei,2873,238,Cerah,208
April,2874,109,Cerah,213
Maret,2875,235,Hujan,151
Juni,2876,190,Cerah,188
Januari,2877,153,Mendung,109
Agustus,2878,292,Mendung,139
Juli,2879,137,Cerah,158
Juli,2880,196,Cerah,87
November,2881,349,Mendung,188
Juli,2882,266,Cerah,173
November,2883,102,Cerah,130
Agustus,2884,132,Mendung,133
Januari,2885,137,Cerah,81
September,2886,290,Mendung,191
Januari,2887,264,Hujan,111
Agustus,2888,336,Hujan,204
September,2889,277,Hujan,192
Februari,2890,198,Hujan,192
Agustus,2891,170,Mendung,126
Agustus,2892,224,Hujan,202
Desember,2893,105,Mendung,169
Agustus,2894,304,Cerah,97
September,2895,125,Mendung,114
April,2896,143,Hujan,72
Mei,2897,265,Hujan,96
Maret,2898,276,Cerah,194
Februari,2899,207,Mendung,107
Agustus,2900,251,Cerah,171
Desember,2901,329,Cerah,99
Maret,2902,198,Cerah,78
April,2903,271,Mendung,130
November,2904,324,Hujan,190
Oktober,2905,193,Mendung,149
Desember,2906,199,Mendung,116
Januari,2907,299,Cerah,84
Juli,2908,271,Hujan,152
Juni,2909,194,Hujan,148
Agustus,2910,114,Hujan,85
November,2911,225,Mendung,133
November,2912,313,Cerah,200
Maret,2913,237,Hujan,179
Juni,2914,275,Hujan,148
September,2915,237,Hujan,212
April,2916,303,Mendung,129
April,2917,311,Cerah,82
Desember,2918,171,Cerah,216
Agustus,2919,160,Hujan,152
Desember,2920,121,Mendung,155
Maret,2921,243,Hujan,117
Maret,2922,174,Mendung,92
Mei,2923,288,Mendung,79
Februari,2924,320,Mendung,81
Februari,2925,263,Mendung,148
Agustus,2926,264,Cerah,197
September,2927,287,Mendung,130
Desember,2928,123,Hujan,72
September,2929,342,Hujan,212
November,2930,130,Mendung,206
Juni,2931,230,Cerah,208
Februari,2932,233,Cerah,171
Januari,2933,288,Mendung,161
Maret,2934,165,Mendung,173
Oktober,2935,219,Hujan,72
November,2936,139,Mendung,136
Februari,2937,159,Hujan,123
Januari,2938,335,Hujan,120
Agustus,2939,191,Hujan,87
Mei,2940,293,Hujan,184
Januari,2941,261,Cerah,74
Februari,2942,119,Cerah,206
Maret,2943,126,Cerah,91
Desember,2944,252,Hujan,180
Agustus,2945,176,Mendung,121
Januari,2946,344,Cerah,124
Januari,2947,241,Hujan,142
Januari,2948,264,Mendung,174
November,2949,164,Mendung,162
Agustus,2950,247,Cerah,121
Juni,2951,131,Mendung,189
September,2952,166,Mendung,111
Juni,2953,193,Hujan,121
Maret,2954,212,Hujan,191
Agustus,2955,323,Mendung,144
Mei,2956,264,Mendung,184
Juli,2957,223,Mendung,185
September,2958,283,Mendung,119
Januari,2959,227,Cerah,143
Mei,2960,238,Hujan,140
September,2961,312,Cerah,159
Februari,2962,114,Hujan,82
Maret,2963,278,Cerah,129
Maret,2964,329,Mendung,165
Mei,2965,168,Mendung,201
Oktober,2966,191,Hujan,135
Februari,2967,281,Mendung,193
Mei,2968,104,Cerah,191
Januari,2969,104,Cerah,191
Maret,2970,339,Cerah,91
Oktober,2971,210,Cerah,219
Maret,2972,150,Hujan,80
Maret,2973,273,Cerah,87
Juli,2974,181,Hujan,109
Juli,2975,216,Cerah,162
Juni,2976,198,Cerah,99
Oktober,2977,210,Mendung,113
April,2978,258,Cerah,185
Oktober,2979,262,Cerah,196
Desember,2980,222,Cerah,79
Desember,2981,240,Hujan,185
Mei,2982,108,Hujan,192
Juni,2983,135,Mendung,192
Januari,2984,137,Hujan,97
Maret,2985,151,Hujan,191
Mei,2986,162,Mendung,107
Oktober,2987,113,Hujan,122
November,2988,270,Hujan,190
Maret,2989,158,Hujan,197
Maret,2990,333,Cerah,149
Desember,2991,232,Mendung,101
November,2992,254,Hujan,135
April,2993,151,Mendung,210
Juni,2994,331,Cerah,72
September,2995,190,Hujan,141
Oktober,2996,249,Hujan,201
Oktober,2997,197,Cerah,126
November,2998,288,Cerah,79
Februari,2999,210,Hujan,116
Desember,3000,347,Hujan,130
Desember,3001,132,Cerah,98
Mei,3002,291,Hujan,91
Maret,3003,193,Hujan,86
September,3004,225,Hujan,142
Mei,3005,278,Cerah,161
September,3006,183,Hujan,189
April,3007,119,Cerah,116
Juli,3008,344,Mendung,96
Juni,3009,141,Hujan,100
Desember,3010,161,Hujan,81
April,3011,314,Cerah,186
April,3012,137,Mendung,204
Februari,3013,119,Cerah,131
Februari,3014,156,Cerah,109
Juni,3015,201,Hujan,124
Februari,3016,253,Hujan,193
Mei,3017,234,Mendung,194
April,3018,188,Cerah,175
Juni,3019,279,Hujan,158
April,3020,285,Mendung,122
Februari,3021,311,Mendung,172
Juli,3022,200,Mendung,144
November,3023,332,Cerah,139
Oktober,3024,269,Hujan,194
November,3025,140,Cerah,113
Agustus,3026,266,Mendung,133
Februari,3027,136,Mendung,126
Desember,3028,196,Cerah,130
Mei,3029,163,Mendung,185
Februari,3030,265,Cerah,75
Agustus,3031,140,Hujan,124
Februari,3032,166,Hujan,207
Mei,3033,225,Mendung,90
September,3034,143,Mendung,128
April,3035,111,Cerah,194
Oktober,3036,215,Hujan,211
Juli,3037,253,Mendung,108
Juni,3038,180,Mendung,104
Mei,3039,238,Mendung,189
Desember,3040,155,Hujan,94
Februari,3041,113,Mendung,203
April,3042,257,Hujan,124
Juli,3043,316,Hujan,91
April,3044,195,Hujan,137
Mei,3045,249,Cerah,204
September,3046,109,Hujan,72
Juni,3047,335,Cerah,198
Juni,3048,268,Hujan,158
Juni,3049,238,Hujan,110
Agustus,3050,250,Mendung,105
Desember,3051,259,Cerah,73
November,3052,337,Cerah,153
Juli,3053,347,Hujan,132
Januari,3054,251,Hujan,87
Agustus,3055,310,Hujan,181
Oktober,3056,328,Mendung,194
September,3057,156,Hujan,159
April,3058,163,Cerah,151
Maret,3059,183,Mendung,87
Agustus,3060,335,Mendung,144
Oktober,3061,299,Mendung,153
Juli,3062,289,Cerah,172
November,3063,332,Cerah,70
Juni,3064,232,Hujan,135
Mei,3065,135,Cerah,211
Oktober,3066,258,Cerah,210
September,3067,191,Mendung,203
Februari,3068,197,Mendung,154
Oktober,3069,159,Mendung,75
Desember,3070,105,Cerah,138
Mei,3071,299,Cerah,204
Mei,3072,256,Hujan,74
November,3073,323,Mendung,141
Maret,3074,341,Cerah,196
Mei,3075,303,Hujan,83
Desember,3076,150,Cerah,115
April,3077,226,Mendung,187
Oktober,3078,108,Hujan,100
November,3079,234,Cerah,161
Oktober,3080,109,Cerah,82
Maret,3081,265,Cerah,90
Juli,3082,286,Mendung,85
Januari,3083,326,Cerah,125
Juni,3084,210,Hujan,86
Oktober,3085,292,Mendung,77
Juni,3086,130,Mendung,158
Mei,3087,267,Cerah,169
April,3088,139,Hujan,121
November,3089,191,Hujan,120
Maret,3090,122,Mendung,134
Februari,3091,110,Cerah,85
November,3092,231,Cerah,211
Juni,3093,110,Mendung,109
November,3094,280,Hujan,88
Agustus,3095,285,Mendung,87
November,3096,137,Hujan,128
Mei,3097,250,Hujan,199
Oktober,3098,114,Cerah,133
Oktober,3099,216,Hujan,183
Februari,3100,341,Cerah,72
September,3101,165,Mendung,218
Agustus,3102,271,Hujan,111
Mei,3103,280,Cerah,173
Juli,3104,135,Cerah,161
September,3105,231,Hujan,153
April,3106,290,Mendung,152
Juli,3107,331,Mendung,199
April,3108,321,Hujan,129
Desember,3109,239,Cerah,76
November,3110,305,Hujan,211
Mei,3111,339,Hujan,77
Juni,3112,160,Hujan,185
Juli,3113,256,Cerah,166
Maret,3114,106,Hujan,162
Maret,3115,128,Mendung,70
Juni,3116,150,Mendung,77
Juni,3117,106,Mendung,145
November,3118,235,Cerah,111
Januari,3119,203,Cerah,193
September,3120,331,Cerah,141
Juli,3121,160,Cerah,148
Juni,3122,173,Cerah,102
Maret,3123,164,Cerah,214
Desember,3124,308,Mendung,192
Juli,3125,318,Hujan,90
Juni,3126,167,Hujan,107
Agustus,3127,323,Cerah,112
Mei,3128,180,Hujan,124
November,3129,338,Cerah,113
Maret,3130,317,Cerah,139
Juni,3131,169,Cerah,162
November,3132,178,Cerah,205
November,3133,320,Hujan,76
Juli,3134,120,Hujan,139
April,3135,218,Cerah,217
Juni,3136,182,Cerah,81
Juni,3137,135,Cerah,150
Juli,3138,253,Hujan,178
April,3139,322,Hujan,189
April,3140,308,Hujan,178
September,3141,265,Hujan,117
Juni,3142,222,Hujan,157
Oktober,3143,334,Cerah,158
Februari,3144,186,Mendung,92
April,3145,342,Hujan,169
Agustus,3146,116,Cerah,134
Oktober,3147,278,Hujan,139
September,3148,344,Cerah,210
Maret,3149,190,Hujan,154
Maret,3150,296,Hujan,115
November,3151,129,Cerah,90
Mei,3152,132,Mendung,115
November,3153,145,Cerah,91
Juni,3154,126,Cerah,111
November,3155,189,Hujan,137
Maret,3156,150,Cerah,78
Agustus,3157,234,Mendung,90
Januari,3158,127,Cerah,157
Desember,3159,148,Cerah,150
Maret,3160,127,Cerah,109
Maret,3161,217,Hujan,183
Oktober,3162,220,Hujan,155
April,3163,144,Cerah,143
April,3164,164,Mendung,138
Oktober,3165,199,Mendung,216
Juli,3166,276,Hujan,203
Mei,3167,215,Cerah,127
Maret,3168,151,Mendung,178
Januari,3169,261,Hujan,83
Maret,3170,147,Hujan,163
Juni,3171,164,Mendung,129
Maret,3172,263,Cerah,77
Juni,3173,300,Cerah,132
September,3174,168,Cerah,155
Juli,3175,155,Hujan,170
Oktober,3176,271,Mendung,71
Januari,3177,220,Cerah,89
November,3178,172,Cerah,101
Februari,3179,348,Hujan,186
Januari,3180,304,Cerah,130
Agustus,3181,249,Mendung,93
Februari,3182,303,Hujan,216
September,3183,123,Mendung,216
Mei,3184,192,Hujan,149
November,3185,106,Mendung,218
Mei,3186,215,Cerah,125
November,3187,335,Cerah,138
Desember,3188,169,Cerah,213
Maret,3189,281,Cerah,135
Maret,3190,203,Hujan,135
Juni,3191,308,Mendung,193
April,3192,183,Hujan,178
Juni,3193,271,Mendung,181
Oktober,3194,239,Hujan,89
September,3195,320,Cerah,171
Mei,3196,163,Cerah,125
Januari,3197,205,Cerah,199
Januari,3198,176,Hujan,112
Agustus,3199,152,Hujan,215
Juli,3200,309,Hujan,77
Oktober,3201,130,Cerah,101
Oktober,3202,233,Cerah,196
Juli,3203,164,Mendung,171
Mei,3204,108,Hujan,129
Maret,3205,154,Mendung,81
Agustus,3206,251,Hujan,84
Oktober,3207,202,Cerah,116
Juni,3208,149,Hujan,81
April,3209,102,Mendung,178
Februari,3210,227,Cerah,103
Juli,3211,234,Cerah,171
April,3212,149,Hujan,208
Desember,3213,254,Cerah,150
Mei,3214,237,Mendung,113
Februari,3215,144,Cerah,154
Februari,3216,134,Mendung,81
Mei,3217,297,Mendung,198
September,3218,297,Cerah,109
April,3219,242,Cerah,85
Oktober,3220,263,Cerah,172
Juni,3221,257,Hujan,98
Juli,3222,183,Cerah,167
Oktober,3223,110,Mendung,124
Januari,3224,230,Hujan,211
Juli,3225,136,Mendung,86
Oktober,3226,284,Mendung,163
September,3227,330,Mendung,186
Oktober,3228,318,Mendung,107
Juli,3229,152,Hujan,98
Agustus,3230,136,Hujan,218
Oktober,3231,240,Cerah,156
Januari,3232,262,Mendung,134
Februari,3233,121,Cerah,193
Mei,3234,142,Mendung,131
Agustus,3235,103,Hujan,79
Januari,3236,259,Mendung,168
Desember,3237,192,Mendung,215
September,3238,288,Hujan,115
Februari,3239,189,Mendung,88
Februari,3240,205,Mendung,138
Desember,3241,341,Cerah,81
November,3242,339,Mendung,112
Februari,3243,146,Mendung,158
Juni,3244,309,Hujan,205
Juli,3245,196,Cerah,194
Agustus,3246,228,Cerah,170
Agustus,3247,117,Mendung,198
Mei,3248,199,Hujan,124
Oktober,3249,268,Cerah,171
Desember,3250,189,Hujan,163
Oktober,3251,106,Hujan,202
Mei,3252,178,Hujan,182
Agustus,3253,169,Hujan,113
November,3254,110,Mendung,212
Februari,3255,100,Hujan,93
Mei,3256,201,Mendung,179
April,3257,137,Hujan,70
Mei,3258,171,Hujan,191
September,3259,340,Cerah,87
Maret,3260,100,Cerah,92
Agustus,3261,199,Cerah,179
November,3262,186,Cerah,155
Mei,3263,193,Cerah,140
Mei,3264,231,Cerah,173
Februari,3265,208,Hujan,165
Agustus,3266,130,Mendung,163
Agustus,3267,140,Hujan,117
Mei,3268,339,Mendung,77
Januari,3269,246,Cerah,126
Oktober,3270,154,Cerah,170
Maret,3271,120,Hujan,178
Juni,3272,197,Hujan,152
September,3273,231,Cerah,219
Juli,3274,123,Hujan,95
November,3275,180,Mendung,138
Agustus,3276,167,Hujan,95
Mei,3277,318,Cerah,147
November,3278,346,Cerah,126
Februari,3279,224,Cerah,126
Agustus,3280,105,Hujan,183
Februari,3281,256,Cerah,71
Juni,3282,265,Cerah,208
April,3283,131,Mendung,207
April,3284,300,Cerah,102
Juni,3285,174,Cerah,140
September,3286,126,Mendung,213
Januari,3287,288,Mendung,148
Oktober,3288,176,Cerah,218
Januari,3289,234,Hujan,167
Mei,3290,275,Cerah,146
Oktober,3291,337,Cerah,188
Januari,3292,137,Mendung,84
Oktober,3293,172,Cerah,176
Mei,3294,208,Mendung,127
Mei,3295,134,Hujan,178
Desember,3296,231,Cerah,134
Juni,3297,319,Cerah,145
Desember,3298,221,Mendung,85
Agustus,3299,254,Cerah,80
April,3300,271,Cerah,190
April,3301,221,Mendung,87
Mei,3302,138,Mendung,87
Agustus,3303,154,Hujan,198
Februari,3304,244,Hujan,127
Agustus,3305,321,Hujan,178
September,3306,233,Cerah,218
September,3307,211,Mendung,104
Agustus,3308,319,Mendung,74
Januari,3309,256,Hujan,201
September,3310,231,Mendung,217
Maret,3311,281,Hujan,191
September,3312,248,Mendung,213
April,3313,207,Mendung,186
Desember,3314,206,Cerah,130
November,3315,318,Hujan,172
April,3316,281,Mendung,195
Desember,3317,192,Mendung,119
Februari,3318,338,Mendung,113
November,3319,212,Mendung,90
Mei,3320,169,Mendung,178
Juli,3321,168,Cerah,118
Januari,3322,171,Cerah,73
Maret,3323,133,Mendung,188
November,3324,285,Mendung,190
Maret,3325,209,Hujan,71
November,3326,225,Mendung,175
Februari,3327,171,Cerah,208
Agustus,3328,342,Cerah,159
Mei,3329,266,Cerah,189
Mei,3330,210,Hujan,150
Oktober,3331,191,Hujan,98
Maret,3332,142,Hujan,133
Februari,3333,335,Cerah,209
Agustus,3334,332,Mendung,94
Maret,3335,264,Mendung,209
Mei,3336,139,Hujan,180
November,3337,335,Hujan,184
Februari,3338,262,Mendung,172
Februari,3339,308,Cerah,180
September,3340,252,Hujan,153
September,3341,110,Hujan,194
November,3342,157,Mendung,83
September,3343,210,Mendung,101
Juni,3344,256,Cerah,146
Juli,3345,296,Cerah,125
Maret,3346,172,Cerah,126
Februari,3347,202,Cerah,83
Juli,3348,170,Hujan,209
Desember,3349,330,Cerah,198
Agustus,3350,123,Hujan,88
September,3351,194,Hujan,184
Januari,3352,326,Cerah,175
Juli,3353,330,Cerah,172
Maret,3354,220,Mendung,77
November,3355,185,Cerah,99
Oktober,3356,185,Mendung,211
November,3357,315,Cerah,141
Juni,3358,272,Cerah,70
September,3359,136,Hujan,186
November,3360,315,Hujan,139
Juli,3361,263,Hujan,183
November,3362,269,Hujan,167
Desember,3363,241,Mendung,213
Oktober,3364,122,Hujan,89
Oktober,3365,168,Hujan,99
Februari,3366,334,Hujan,158
April,3367,230,Mendung,103
Juli,3368,309,Mendung,143
Juni,3369,314,Cerah,104
Februari,3370,140,Hujan,182
Februari,3371,227,Mendung,93
November,3372,197,Hujan,101
November,3373,189,Hujan,183
Maret,3374,280,Cerah,124
Agustus,3375,330,Mendung,204
Desember,3376,275,Cerah,188
Januari,3377,322,Cerah,133
Mei,3378,171,Cerah,131
Juni,3379,289,Cerah,77
Juli,3380,125,Cerah,173
September,3381,124,Hujan,86
April,3382,277,Cerah,161
September,3383,106,Mendung,130
Juni,3384,205,Cerah,115
Maret,3385,243,Hujan,200
Januari,3386,113,Mendung,155
Agustus,3387,138,Cerah,188
April,3388,324,Cerah,209
Desember,3389,164,Cerah,172
Mei,3390,188,Hujan,165
Juli,3391,292,Cerah,165
Januari,3392,340,Hujan,110
Juni,3393,242,Mendung,171
Juni,3394,227,Cerah,173
Januari,3395,252,Mendung,132
Juli,3396,199,Cerah,86
Desember,3397,162,Mendung,170
Juni,3398,216,Cerah,120
April,3399,212,Cerah,82
Agustus,3400,186,Hujan,108
November,3401,204,Hujan,165
Juli,3402,245,Cerah,89
Desember,3403,346,Mendung,73
Mei,3404,153,Cerah,163
Juli,3405,230,Mendung,191
Mei,3406,146,Cerah,84
Agustus,3407,298,Mendung,84
November,3408,158,Cerah,153
Juli,3409,349,Hujan,133
Agustus,3410,152,Cerah,174
April,3411,312,Hujan,148
Februari,3412,104,Hujan,116
Januari,3413,223,Hujan,75
November,3414,328,Mendung,110
Februari,3415,104,Hujan,197
Juli,3416,157,Hujan,96
November,3417,291,Hujan,186
November,3418,277,Hujan,145
Mei,3419,258,Mendung,109
Februari,3420,169,Cerah,154
Januari,3421,217,Cerah,114
April,3422,138,Mendung,179
Februari,3423,201,Mendung,86
Februari,3424,319,Cerah,107
Oktober,3425,128,Hujan,125
Januari,3426,212,Hujan,210
Desember,3427,342,Hujan,193
Mei,3428,170,Cerah,97
Agustus,3429,126,Cerah,214
Juni,3430,195,Cerah,107
Januari,3431,334,Cerah,118
Mei,3432,104,Cerah,103
Juli,3433,190,Cerah,178
Mei,3434,179,Cerah,85
Januari,3435,224,Cerah,83
Juli,3436,252,Cerah,73
April,3437,117,Hujan,75
Desember,3438,317,Cerah,203
April,3439,343,Hujan,91
Mei,3440,315,Cerah,90
Mei,3441,347,Mendung,100
Januari,3442,314,Hujan,143
Agustus,3443,162,Mendung,92
Februari,3444,300,Hujan,114
Agustus,3445,315,Cerah,196
Mei,3446,254,Mendung,218
Juni,3447,284,Mendung,214
September,3448,257,Mendung,101
Mei,3449,127,Mendung,207
Juli,3450,251,Cerah,184
Februari,3451,150,Mendung,168
Mei,3452,277,Mendung,143
Agustus,3453,287,Hujan,130
November,3454,167,Mendung,201
Oktober,3455,140,Hujan,131
Juli,3456,212,Cerah,115
Maret,3457,344,Cerah,154
Januari,3458,139,Mendung,111
Oktober,3459,262,Hujan,99
Desember,3460,231,Hujan,134
Agustus,3461,335,Hujan,145
Mei,3462,165,Hujan,79
Desember,3463,234,Cerah,84
Agustus,3464,227,Hujan,182
Februari,3465,223,Mendung,160
April,3466,144,Hujan,99
November,3467,272,Cerah,188
November,3468,327,Mendung,140
Mei,3469,195,Cerah,176
September,3470,204,Mendung,190
Maret,3471,242,Cerah,181
Oktober,3472,259,Mendung,160
November,3473,113,Hujan,179
Februari,3474,314,Cerah,207
Februari,3475,190,Hujan,181
Agustus,3476,121,Mendung,146
Februari,3477,247,Mendung,200
Juli,3478,320,Mendung,185
April,3479,214,Hujan,103
Februari,3480,115,Hujan,184
Februari,3481,249,Cerah,121
Februari,3482,319,Mendung,86
Juli,3483,118,Hujan,95
Oktober,3484,286,Hujan,219
April,3485,112,Cerah,82
April,3486,127,Mendung,105
Maret,3487,204,Hujan,154
April,3488,321,Hujan,149
Juni,3489,207,Hujan,167
Oktober,3490,311,Cerah,187
Oktober,3491,219,Mendung,167
Januari,3492,124,Hujan,187
Desember,3493,206,Hujan,166
April,3494,198,Mendung,112
Februari,3495,128,Cerah,119
Agustus,3496,126,Hujan,115
Mei,3497,328,Hujan,183
Oktober,3498,244,Hujan,159
November,3499,146,Cerah,216
Januari,3500,145,Hujan,162
Oktober,3501,131,Mendung,101
Agustus,3502,347,Hujan,114
September,3503,311,Cerah,209
Januari,3504,155,Cerah,167
September,3505,253,Hujan,102
Maret,3506,200,Mendung,151
Oktober,3507,241,Hujan,103
September,3508,281,Mendung,216
Februari,3509,327,Mendung,196
Juni,3510,344,Cerah,152
Januari,3511,271,Mendung,130
Maret,3512,218,Mendung,167
Desember,3513,266,Hujan,104
Agustus,3514,186,Cerah,76
Januari,3515,320,Mendung,106
Juni,3516,249,Cerah,200
Juni,3517,105,Cerah,94
November,3518,276,Hujan,206
April,3519,146,Cerah,133
Juni,3520,192,Mendung,70
April,3521,245,Mendung,156
Januari,3522,129,Mendung,152
September,3523,213,Mendung,199
Mei,3524,117,Mendung,157
Januari,3525,257,Cerah,162
Juni,3526,337,Hujan,70
September,3527,208,Hujan,89
April,3528,295,Cerah,205
Juli,3529,276,Mendung,92
Juli,3530,314,Mendung,87
September,3531,100,Hujan,132
Januari,3532,273,Mendung,186
Juli,3533,340,Cerah,74
Oktober,3534,348,Cerah,124
November,3535,338,Hujan,114
Januari,3536,127,Mendung,137
Juni,3537,306,Hujan,86
September,3538,245,Mendung,94
Februari,3539,240,Hujan,75
September,3540,273,Mendung,196
Juli,3541,265,Mendung,77
April,3542,274,Cerah,139
Januari,3543,202,Mendung,194
April,3544,312,Mendung,107
April,3545,167,Hujan,84
Mei,3546,201,Hujan,77
Agustus,3547,326,Hujan,176
September,3548,171,Hujan,218
Januari,3549,147,Hujan,147
Desember,3550,155,Mendung,102
Desember,3551,158,Cerah,208
Juli,3552,195,Hujan,122
September,3553,326,Mendung,115
Oktober,3554,174,Mendung,161
Januari,3555,325,Cerah,173
November,3556,157,Cerah,155
Oktober,3557,196,Mendung,187
Juni,3558,124,Hujan,76
Juli,3559,128,Mendung,122
Juni,3560,171,Hujan,115
Agustus,3561,229,Hujan,119
Mei,3562,273,Mendung,136
April,3563,327,Hujan,98
September,3564,142,Mendung,94
Februari,3565,111,Mendung,191
Juli,3566,278,Hujan,200
September,3567,111,Hujan,143
Desember,3568,131,Hujan,178
September,3569,329,Hujan,181
Juli,3570,276,Mendung,211
September,3571,244,Cerah,181
Januari,3572,170,Cerah,212
Mei,3573,133,Cerah,95
Juli,3574,222,Hujan,134
Januari,3575,101,Cerah,76
Agustus,3576,181,Mendung,160
Maret,3577,139,Cerah,128
Maret,3578,124,Hujan,164
Desember,3579,238,Mendung,116
Februari,3580,141,Hujan,191
Oktober,3581,229,Mendung,149
Oktober,3582,168,Mendung,176
Desember,3583,214,Mendung,115
Maret,3584,122,Hujan,146
Oktober,3585,225,Cerah,211
Februari,3586,272,Hujan,103
